Word,Documents (With Count)
terá,"[(25, 1), (36, 1), (40, 1), (57, 1), (103, 1), (122, 1), (123, 1), (124, 1), (133, 1), (138, 1), (158, 1), (172, 1), (214, 1), (232, 3), (256, 1), (273, 1), (301, 1), (304, 1), (336, 1), (368, 1), (401, 1), (457, 1), (488, 2), (545, 1), (566, 1), (568, 1), (631, 1)]"
olheiro,"[(55, 1)]"
promotoria,"[(33, 1), (130, 1)]"
imensa,"[(145, 1), (179, 1), (288, 1), (466, 1), (519, 1), (523, 1)]"
tantos,"[(60, 1), (68, 1), (82, 2), (372, 1), (433, 1), (488, 1), (519, 1), (531, 1), (590, 1)]"
agregam,"[(519, 1)]"
forró,"[(55, 1)]"
interpretam,"[(306, 1)]"
sarcásticas,"[(331, 1)]"
imenso,"[(97, 1), (166, 1), (288, 1), (340, 1)]"
territórioo,"[(119, 1)]"
neovirtuosas,"[(223, 1)]"
folhapressse,"[(179, 1)]"
imensas,"[(488, 1)]"
interpretar,"[(102, 1), (193, 1), (465, 1), (631, 1)]"
sobrepor,"[(445, 1)]"
polido,"[(185, 1)]"
agregar,"[(138, 1), (147, 1), (526, 1)]"
compartilhamento,"[(368, 1)]"
compromisso,"[(48, 1), (57, 1), (62, 1), (128, 1), (166, 1), (208, 1), (457, 1), (525, 1), (526, 1), (572, 2), (585, 1)]"
diversões,"[(544, 1)]"
movida,"[(76, 1), (103, 1), (466, 1), (534, 1)]"
levaram,"[(33, 1), (134, 1), (135, 1), (174, 1), (219, 1), (249, 1), (496, 1), (549, 1), (568, 1)]"
provada,"[(61, 1), (198, 1)]"
imediatamente,"[(133, 1), (239, 1), (307, 1), (488, 1), (577, 1), (583, 1)]"
camões,"[(37, 1), (78, 1), (146, 1)]"
lego,"[(108, 1), (207, 1)]"
freiriana,"[(167, 1)]"
simles,"[(217, 1)]"
provado,"[(172, 1)]"
aceleração,"[(99, 1)]"
movido,"[(401, 1), (404, 1), (465, 1)]"
ex-juiz,"[(62, 1), (134, 1), (153, 1), (372, 1), (396, 1), (404, 1), (445, 1), (480, 1), (545, 1), (602, 1)]"
senhoras,"[(394, 1)]"
amanhecemos,"[(372, 1)]"
centralizada,"[(146, 1)]"
projetaram,"[(167, 1), (572, 1)]"
xix,"[(102, 1), (256, 1), (373, 1), (433, 2)]"
forrada,"[(388, 1)]"
propõe,"[(102, 1), (137, 1), (448, 2), (534, 1), (585, 1)]"
comissa,"[(27, 1)]"
procurou,"[(29, 1), (76, 2), (114, 1), (249, 1), (477, 1), (515, 2), (582, 1)]"
lecionar,"[(243, 1)]"
longínquos,"[(573, 1)]"
proposital,"[(289, 1)]"
deletados,"[(289, 2), (577, 1)]"
empoleirados,"[(309, 1)]"
advogadas,"[(62, 1)]"
sussurra,"[(602, 1)]"
suscitada,"[(623, 1)]"
imputação,"[(163, 1), (465, 1)]"
responsabilidades,"[(30, 1), (192, 1), (282, 1), (407, 1), (577, 1)]"
enganados,"[(121, 1)]"
aflições,"[(593, 2)]"
reativar,"[(56, 1)]"
cartilhas,"[(514, 1)]"
craque,"[(450, 1)]"
audiovisual,"[(566, 1)]"
trem,"[(403, 1)]"
citando,"[(127, 1), (137, 1), (179, 1), (278, 1), (534, 1)]"
neutro,"[(208, 1)]"
guillermo,"[(635, 1)]"
junção,"[(124, 1)]"
estímulo,"[(80, 1), (529, 1)]"
humorísticas,"[(289, 1)]"
nations,"[(37, 1), (146, 1)]"
shower,"[(93, 1)]"
reproduzir,"[(384, 1), (548, 1), (577, 1)]"
réu,"[(33, 3), (102, 1), (137, 1), (219, 1), (586, 1)]"
reproduziu,"[(59, 1), (315, 1), (523, 1)]"
observar-se,"[(17, 1)]"
apoiadora,"[(99, 1)]"
delação,"[(55, 1), (103, 1), (304, 1), (368, 1)]"
naufrágio,"[(214, 1)]"
lascados,"[(302, 1)]"
prorrogá-lo,"[(61, 1)]"
crava,"[(597, 1)]"
pesada,"[(55, 3), (174, 1), (282, 1), (315, 1), (603, 1)]"
fundamentos,"[(217, 1)]"
pesado,"[(13, 1), (603, 1)]"
boston,"[(34, 1), (37, 1)]"
repercutiram,"[(59, 1)]"
difamatório,"[(146, 1)]"
reportagem,"[(10, 4), (76, 4), (160, 1), (235, 1), (236, 1), (252, 1), (270, 1), (279, 1), (289, 4), (345, 3), (379, 1), (393, 1), (407, 1), (457, 2), (477, 2), (506, 1), (526, 1), (543, 1), (566, 10), (577, 3), (581, 1), (623, 1), (635, 1)]"
investimento,"[(40, 1), (138, 1), (162, 1), (166, 2), (179, 1), (185, 2), (252, 2)]"
longo,"[(27, 1), (30, 1), (55, 1), (93, 1), (122, 1), (130, 1), (132, 1), (145, 1), (158, 1), (160, 1), (166, 1), (223, 1), (232, 1), (252, 1), (283, 1), (289, 1), (379, 1), (398, 1), (433, 1), (496, 1), (505, 1), (545, 1), (573, 1), (577, 1), (613, 1)]"
idealizadores,"[(572, 1)]"
desapareceram,"[(179, 1), (192, 2), (380, 1)]"
sepultar,"[(97, 1), (195, 1)]"
longa,"[(57, 1), (124, 1), (138, 1), (207, 1), (255, 1), (277, 1), (370, 1), (525, 1), (526, 1), (545, 1), (603, 1), (631, 1)]"
exauridas,"[(430, 1)]"
vidro,"[(55, 1), (331, 1), (417, 3), (606, 1)]"
longe,"[(17, 1), (80, 1), (108, 1), (127, 1), (149, 1), (179, 1), (208, 1), (260, 1), (294, 1), (373, 1), (379, 1), (410, 1), (496, 1), (525, 1), (544, 1), (579, 1), (582, 1), (613, 1), (627, 1)]"
somem,"[(102, 1)]"
melvin,"[(207, 1)]"
sitio,"[(61, 1), (146, 1)]"
suspeição,"[(266, 1)]"
voado,"[(615, 1)]"
trará,"[(37, 1)]"
preparado,"[(82, 1), (294, 3), (320, 1)]"
recebem,"[(249, 1), (352, 2), (519, 1), (593, 1)]"
vinculado,"[(289, 1), (294, 1)]"
receber,"[(10, 1), (17, 1), (25, 1), (46, 1), (55, 1), (64, 1), (210, 1), (214, 1), (227, 1), (232, 1), (235, 2), (266, 2), (278, 1), (287, 1), (309, 1), (331, 1), (375, 1), (376, 1), (406, 1), (505, 2), (525, 1), (551, 2), (560, 2), (593, 1), (600, 1)]"
retaliação,"[(179, 1), (406, 1)]"
omissas,"[(627, 1)]"
recebeu,"[(30, 1), (62, 1), (64, 1), (82, 1), (108, 1), (118, 2), (119, 1), (174, 1), (219, 2), (224, 1), (229, 1), (249, 1), (252, 1), (324, 1), (406, 1), (450, 1), (514, 1), (525, 4), (532, 1), (544, 1), (579, 1)]"
affaire,"[(158, 1)]"
endossando,"[(279, 1), (526, 1), (577, 1)]"
galeano,"[(517, 1)]"
susto,"[(396, 1), (544, 1)]"
tel-de-ville,"[(64, 1)]"
concreta,"[(404, 1)]"
conceder,"[(354, 1), (431, 1)]"
obstáculo,"[(376, 1), (409, 1)]"
capitão,"[(10, 2), (17, 1), (46, 1), (57, 1), (153, 3), (219, 2), (226, 1), (297, 1), (379, 2), (397, 1), (406, 1), (408, 2), (439, 1), (542, 2), (544, 1), (551, 4), (596, 1), (611, 1)]"
concedeu,"[(11, 1), (52, 1), (223, 1), (224, 1), (297, 1), (525, 2), (603, 1), (633, 1)]"
desviar,"[(368, 1), (603, 1)]"
lançar,"[(52, 1), (96, 1), (133, 1), (457, 1), (579, 1)]"
esquisitas,"[(559, 2), (581, 2)]"
noticiaria,"[(219, 1)]"
estudantes,"[(57, 1), (171, 1), (237, 4), (243, 1), (324, 3), (346, 1), (471, 8)]"
victoria,"[(146, 1)]"
semanário,"[(345, 1)]"
bancou,"[(91, 1)]"
procurando,"[(207, 1), (237, 1), (584, 1)]"
tratou,"[(167, 1), (255, 4), (266, 1), (437, 1), (550, 1), (555, 1)]"
desfazer,"[(450, 1)]"
divulgados,"[(17, 1), (273, 1), (394, 1), (410, 1)]"
dois,"[(3, 2), (13, 1), (17, 3), (25, 2), (30, 1), (33, 3), (52, 1), (57, 1), (61, 1), (62, 1), (76, 1), (81, 2), (82, 1), (91, 1), (96, 1), (102, 2), (103, 2), (105, 1), (109, 1), (114, 1), (123, 1), (127, 3), (130, 1), (137, 8), (138, 8), (153, 2), (158, 4), (166, 1), (174, 1), (179, 3), (192, 1), (200, 1), (210, 2), (219, 1), (223, 2), (229, 1), (237, 1), (248, 1), (249, 2), (252, 2), (266, 1), (268, 2), (270, 1), (277, 2), (282, 1), (294, 1), (304, 1), (318, 1), (327, 1), (331, 1), (339, 1), (349, 1), (367, 1), (368, 1), (379, 1), (394, 1), (398, 1), (406, 1), (410, 1), (424, 2), (430, 1), (433, 1), (442, 2), (443, 2), (457, 1), (460, 1), (462, 1), (465, 2), (486, 2), (488, 1), (501, 1), (505, 1), (519, 1), (552, 1), (559, 2), (573, 1), (581, 1), (584, 2), (590, 1), (593, 1), (604, 1), (623, 2), (627, 1), (630, 1), (633, 1)]"
welle,"[(378, 1)]"
embate,"[(28, 1), (294, 1), (301, 1), (376, 1), (505, 1), (545, 1)]"
orientação,"[(57, 1), (121, 1), (130, 1), (212, 1), (309, 1), (421, 1), (572, 1), (577, 1), (582, 1), (632, 1)]"
carinha,"[(540, 1)]"
formou-se,"[(534, 1)]"
ipsm,"[(113, 1)]"
partilhado,"[(237, 1)]"
embrenhou-se,"[(57, 1)]"
nÃo,"[(61, 2), (241, 1), (483, 1), (503, 1)]"
aspectos,"[(102, 1), (130, 1), (207, 1), (252, 1), (466, 1)]"
intromissão,"[(465, 1), (470, 1)]"
manifestando-se,"[(212, 1)]"
professor,"[(13, 1), (50, 1), (52, 1), (57, 6), (72, 3), (80, 1), (94, 1), (137, 1), (158, 2), (162, 2), (179, 3), (193, 1), (210, 2), (223, 1), (235, 5), (249, 1), (276, 1), (277, 1), (289, 2), (297, 1), (365, 1), (367, 2), (376, 1), (378, 1), (403, 1), (454, 1), (465, 1), (492, 2), (501, 1), (545, 1), (577, 3), (585, 1)]"
precisaremos,"[(559, 1)]"
monitoradas,"[(289, 1), (582, 1)]"
peleja,"[(153, 1)]"
adotaram,"[(145, 1)]"
ironizou,"[(278, 1), (362, 1), (457, 1)]"
referido,"[(166, 1), (531, 1)]"
desocupados,"[(80, 2)]"
bajulador,"[(514, 1)]"
cama,"[(235, 1), (327, 1)]"
aliado,"[(36, 1), (57, 1), (130, 1), (255, 5), (309, 1), (376, 1)]"
unificado,"[(448, 2)]"
arrecadação,"[(108, 1), (210, 1), (273, 1), (488, 1)]"
grosseiro,"[(294, 1)]"
escrevesse,"[(302, 1)]"
negociação,"[(40, 1), (113, 1), (119, 1), (266, 2), (277, 1), (376, 1)]"
aliada,"[(160, 1), (212, 1), (277, 1), (331, 1), (379, 1)]"
sentidos,"[(102, 1)]"
concentra,"[(17, 1)]"
radicalizar,"[(162, 1)]"
místico,"[(397, 1)]"
prestigiado,"[(372, 1)]"
sílvio,"[(201, 1)]"
baiana,"[(373, 1)]"
gratificação,"[(127, 1)]"
desmatamento,"[(27, 1), (162, 1), (179, 1)]"
ir�,"[(289, 2), (397, 1)]"
reivindicações,"[(59, 1), (502, 1), (525, 1), (575, 1)]"
figueiredo,"[(248, 1), (283, 1)]"
inaptidão,"[(194, 1)]"
retificada,"[(158, 1)]"
eternidade,"[(162, 1)]"
incitar,"[(519, 1)]"
combinado,"[(255, 1), (266, 1)]"
doido,"[(114, 1), (132, 1), (162, 1), (559, 2), (581, 1)]"
gravava,"[(518, 1)]"
acadêmicos,"[(243, 6), (471, 1), (523, 1)]"
horaslocal,"[(146, 1)]"
telegrama,"[(130, 8)]"
financeiras,"[(17, 1), (19, 1), (108, 1), (126, 1), (127, 1), (210, 1), (294, 1), (302, 1), (368, 1), (611, 1)]"
chileno,"[(149, 1), (309, 1), (514, 3)]"
privação,"[(448, 1)]"
salvou,"[(55, 2)]"
rico,"[(27, 1), (55, 1), (157, 1), (158, 1), (304, 1), (433, 1), (492, 1)]"
relatoria,"[(99, 1)]"
meno,"[(55, 1), (147, 1), (171, 1), (562, 1)]"
insanidade,"[(59, 1)]"
salvos,"[(114, 1), (223, 1), (550, 1)]"
acalorados,"[(183, 1)]"
rica,"[(27, 1), (130, 1), (207, 1), (368, 1)]"
relacionar,"[(127, 1)]"
intimidação,"[(137, 1), (361, 1), (406, 1), (466, 1), (534, 2), (590, 1), (627, 1)]"
valento,"[(217, 1)]"
representariam,"[(358, 1)]"
klein,"[(412, 1)]"
agne,"[(27, 1)]"
reconquistar,"[(248, 1), (496, 2)]"
acirrados,"[(28, 1)]"
filiados,"[(289, 3)]"
mobilizados,"[(285, 1)]"
valente,"[(25, 1), (447, 1)]"
mística,"[(460, 1)]"
richas,"[(480, 1)]"
periférica,"[(448, 2)]"
vashem,"[(121, 1)]"
caribe,"[(583, 1)]"
new,"[(207, 1)]"
modernização,"[(572, 1)]"
industriais,"[(525, 2)]"
insatisfação,"[(121, 1), (182, 1), (367, 3), (488, 1)]"
retenção,"[(323, 1)]"
constituição,"[(28, 1), (51, 1), (52, 1), (57, 1), (61, 5), (62, 4), (102, 3), (109, 1), (122, 4), (128, 6), (133, 1), (134, 1), (142, 1), (167, 1), (174, 1), (182, 2), (198, 1), (210, 2), (212, 1), (217, 1), (223, 1), (229, 1), (238, 1), (249, 1), (273, 1), (288, 4), (289, 1), (294, 1), (324, 3), (380, 2), (424, 1), (442, 2), (445, 1), (455, 1), (457, 1), (477, 1), (505, 1), (525, 1), (531, 1), (534, 1), (542, 1), (545, 3), (551, 1), (577, 1), (583, 2), (584, 1)]"
�veis,"[(27, 2)]"
policial,"[(25, 1), (55, 4), (56, 1), (82, 1), (86, 1), (88, 1), (132, 5), (134, 2), (137, 4), (201, 1), (219, 1), (249, 1), (251, 1), (324, 1), (345, 1), (407, 2), (424, 1), (445, 2), (448, 2), (451, 1), (477, 5), (606, 1)]"
nuestra,"[(620, 1)]"
chavismo,"[(17, 1)]"
liberais,"[(63, 1), (99, 1), (572, 1)]"
repercutindo,"[(332, 1), (390, 1)]"
destinos,"[(264, 1), (544, 1), (602, 1), (611, 1)]"
peixe,"[(17, 1), (162, 1), (457, 1)]"
comprar,"[(103, 1), (108, 1), (163, 1), (252, 1), (579, 2)]"
realizações,"[(525, 1), (572, 1)]"
político-ideológico,"[(566, 1)]"
rafaella,"[(400, 1)]"
relativo,"[(367, 1), (516, 1)]"
acabou,"[(25, 1), (30, 2), (33, 1), (37, 1), (46, 1), (55, 1), (62, 1), (108, 1), (158, 1), (167, 1), (179, 1), (210, 1), (217, 1), (229, 1), (294, 1), (346, 1), (362, 1), (368, 1), (379, 1), (409, 1), (444, 1), (572, 1), (575, 1), (590, 1), (591, 1), (603, 1), (633, 1)]"
apropriada,"[(123, 1), (445, 1)]"
policias,"[(17, 1), (520, 1)]"
ex-secretária,"[(276, 1)]"
soberba,"[(361, 1)]"
tomie,"[(433, 1)]"
barrado,"[(572, 1)]"
flávia,"[(322, 1), (633, 2)]"
persidente,"[(486, 1)]"
evasão,"[(237, 1), (289, 1)]"
textualmente,"[(57, 1)]"
eventos,"[(289, 1), (419, 1), (465, 1), (514, 1), (583, 1), (596, 1)]"
guerra,"[(34, 1), (57, 1), (121, 3), (153, 2), (167, 3), (193, 1), (207, 1), (214, 1), (229, 1), (291, 2), (294, 1), (345, 1), (379, 1), (406, 2), (427, 1), (429, 3), (477, 2), (480, 1), (488, 1), (492, 1), (501, 1), (542, 1), (548, 2), (572, 2), (573, 3), (591, 2), (597, 2), (603, 3), (622, 1), (632, 3)]"
pagamos,"[(260, 1)]"
franceses,"[(27, 4), (121, 1)]"
barrada,"[(534, 1)]"
bloqueio,"[(160, 2), (368, 1), (615, 2)]"
mamar,"[(33, 3), (459, 1)]"
doaram,"[(108, 1)]"
punidos,"[(403, 1)]"
réplica,"[(331, 1)]"
cursinho,"[(297, 1), (448, 1), (534, 1)]"
votações,"[(30, 1), (195, 2), (376, 1), (555, 1), (623, 1)]"
descobriram,"[(207, 1), (282, 1), (403, 1)]"
proibidos,"[(158, 1), (560, 1)]"
cocaína,"[(302, 2), (444, 1), (516, 2)]"
altamente,"[(123, 1), (378, 1), (454, 1), (550, 1)]"
profanação,"[(433, 1)]"
empurrava,"[(112, 1), (478, 1)]"
noutras,"[(282, 1)]"
dançaram,"[(346, 1)]"
jugular,"[(579, 1)]"
lott,"[(488, 1)]"
aumente,"[(551, 1)]"
confunde,"[(297, 1), (465, 1), (480, 1), (572, 1)]"
tem-se,"[(552, 1)]"
servisse,"[(96, 1)]"
ira,"[(33, 1), (194, 1), (278, 1), (525, 1)]"
uee,"[(471, 1)]"
porões,"[(179, 1), (236, 1)]"
ameaçando,"[(201, 1), (611, 1)]"
lote,"[(108, 2), (119, 1)]"
velandrade,"[(233, 1)]"
novembro,"[(33, 1), (62, 1), (76, 1), (158, 1), (162, 1), (200, 1), (219, 1), (229, 1), (251, 1), (255, 1), (283, 1), (289, 1), (390, 1), (406, 1), (477, 1), (530, 1)]"
alcançou,"[(91, 1), (104, 1), (534, 1), (577, 2)]"
reunindo,"[(545, 1), (594, 1)]"
dezena,"[(579, 1)]"
lavoura,"[(373, 1), (379, 1)]"
subsolo,"[(236, 1)]"
aplicação,"[(61, 1), (102, 1), (130, 1), (137, 1), (158, 1), (162, 1), (219, 1), (237, 1), (248, 1), (430, 1), (448, 1), (451, 1), (465, 1)]"
lesões,"[(119, 1), (407, 1), (465, 1)]"
pacífico,"[(429, 1)]"
advertir,"[(17, 1)]"
advertiu,"[(102, 1), (545, 1)]"
impolutos,"[(404, 1)]"
dente,"[(30, 1), (219, 2), (252, 1)]"
democrática,"[(229, 1), (236, 1), (252, 4), (277, 1), (283, 1), (285, 2), (309, 1), (376, 1), (542, 2), (585, 1)]"
ateu,"[(208, 1)]"
repudiada,"[(283, 1)]"
questo,"[(27, 2)]"
concentram,"[(306, 1), (635, 1)]"
edgar,"[(409, 1), (555, 1)]"
prosperaram,"[(179, 2)]"
piti,"[(238, 1)]"
elétrico,"[(236, 1), (492, 1)]"
tanque,"[(358, 1)]"
concentrar,"[(121, 1), (130, 1), (306, 1)]"
posteridade,"[(525, 1)]"
patentes,"[(126, 1), (568, 1)]"
mobilize,"[(145, 1)]"
veem,"[(70, 1), (118, 2), (182, 1), (208, 1), (309, 1), (404, 1), (466, 1)]"
demissões,"[(19, 1), (122, 1)]"
cedro,"[(76, 4)]"
colonização,"[(17, 1), (25, 1), (119, 1), (229, 1), (283, 1), (590, 1)]"
elétrica,"[(207, 1)]"
algazarra,"[(108, 1), (331, 1)]"
estratégica,"[(166, 1), (289, 1), (304, 1)]"
castradas,"[(465, 1), (470, 1)]"
bolinha,"[(237, 1)]"
amanheceu,"[(338, 1)]"
tornando-se,"[(367, 1)]"
babás,"[(76, 3), (433, 1)]"
tragédia,"[(91, 1), (127, 1), (160, 2), (194, 1), (212, 1), (256, 2), (277, 1), (429, 1), (465, 2), (477, 2), (602, 1)]"
duríssimos,"[(361, 1)]"
estratégico,"[(103, 1), (583, 1)]"
assustado,"[(379, 1), (544, 1)]"
pesquisadoras,"[(289, 1)]"
camisa,"[(174, 1), (236, 2), (294, 1), (532, 1)]"
romana,"[(465, 1), (470, 1)]"
inventaram,"[(488, 1), (552, 1)]"
praticada,"[(57, 1), (354, 1), (566, 1)]"
puxar,"[(82, 1), (267, 1)]"
escalada,"[(27, 1), (379, 1), (427, 1), (429, 1), (534, 1), (632, 1)]"
literalidade,"[(102, 5)]"
pensei,"[(237, 1), (433, 1), (457, 1), (627, 1)]"
afins,"[(331, 1)]"
consulado-geral,"[(349, 1)]"
pensem,"[(162, 1)]"
exclusividade,"[(138, 1)]"
comemorado,"[(309, 1)]"
quietos,"[(283, 1)]"
union,"[(146, 1)]"
rassemblement,"[(146, 1)]"
penosa,"[(404, 1)]"
metralhadora,"[(229, 1), (255, 1), (495, 1)]"
tarefa,"[(130, 1), (147, 1), (525, 1), (566, 1)]"
notória,"[(13, 1), (315, 1), (354, 1), (398, 1)]"
brotero,"[(88, 2), (205, 1)]"
pastores,"[(34, 6), (208, 1), (465, 1), (470, 1), (553, 1), (582, 1), (627, 1)]"
filmar,"[(57, 1), (166, 1), (477, 1)]"
beija,"[(554, 1)]"
nibus,"[(119, 1), (149, 1), (249, 1), (362, 2), (457, 6), (623, 3)]"
reinstituía,"[(248, 1)]"
atesta,"[(358, 1)]"
antídoto,"[(179, 1)]"
ano,"[(10, 2), (25, 2), (30, 1), (33, 4), (37, 1), (51, 1), (52, 2), (55, 1), (57, 1), (62, 5), (64, 1), (70, 1), (76, 2), (81, 1), (86, 1), (88, 1), (91, 2), (98, 1), (99, 2), (108, 1), (113, 1), (123, 1), (126, 1), (127, 2), (130, 2), (146, 2), (158, 3), (160, 1), (166, 2), (167, 1), (179, 1), (182, 1), (185, 2), (201, 2), (205, 1), (207, 2), (219, 4), (229, 3), (232, 1), (235, 1), (236, 1), (237, 1), (243, 2), (248, 1), (249, 2), (255, 1), (276, 1), (277, 1), (283, 1), (289, 2), (302, 1), (304, 1), (306, 2), (309, 1), (336, 1), (345, 1), (367, 1), (368, 1), (384, 1), (390, 1), (399, 1), (406, 1), (418, 2), (444, 1), (471, 2), (480, 1), (516, 1), (525, 4), (534, 1), (545, 1), (551, 1), (566, 2), (567, 1), (569, 1), (577, 1), (579, 1), (583, 1), (586, 2), (592, 1), (593, 1), (600, 1), (615, 1), (627, 2), (630, 1), (631, 1), (633, 2)]"
rompimento,"[(113, 2), (214, 1), (380, 1), (465, 1)]"
equivalia,"[(304, 1)]"
café,"[(76, 6), (304, 1), (355, 1)]"
socialdia,"[(102, 1)]"
afirmarem,"[(424, 1)]"
onyx,"[(99, 1), (153, 1), (229, 1), (279, 1), (315, 1), (319, 1), (376, 1), (514, 1), (579, 1), (594, 3)]"
ex-funcionários,"[(358, 2)]"
comedido,"[(327, 1)]"
comercialização,"[(415, 1)]"
ganhamos,"[(632, 1)]"
administrativos,"[(138, 1), (406, 1), (534, 1)]"
comportamentos,"[(289, 1), (545, 1)]"
prosperidade,"[(573, 1)]"
chile,"[(17, 1), (19, 1), (27, 1), (51, 1), (82, 1), (149, 4), (153, 1), (210, 1), (236, 1), (243, 1), (294, 6), (309, 3), (514, 3), (526, 5), (537, 1), (542, 1), (548, 2), (585, 3)]"
trocadéro,"[(146, 1)]"
alega,"[(52, 1), (132, 1), (376, 1), (380, 1), (477, 1)]"
morder,"[(480, 1)]"
frota,"[(550, 4), (577, 5), (602, 1)]"
medida,"[(17, 1), (19, 1), (51, 1), (63, 1), (72, 1), (99, 1), (122, 1), (134, 1), (212, 1), (214, 1), (229, 2), (367, 1), (380, 2), (444, 1), (454, 1), (505, 1), (525, 3), (526, 1), (590, 1), (596, 1), (602, 1), (627, 3), (632, 1)]"
davi,"[(161, 1), (418, 1), (502, 1), (535, 1), (551, 1), (586, 1), (593, 6)]"
abandonaram,"[(11, 1)]"
discriminada,"[(55, 1)]"
impróprio,"[(306, 1)]"
fogueirabia,"[(223, 1)]"
apontados,"[(55, 1)]"
queriam,"[(121, 1), (457, 1), (502, 1), (572, 1)]"
juntar-nos,"[(27, 1)]"
imprópria,"[(465, 1)]"
castro,"[(72, 1), (82, 2), (219, 1), (251, 1), (270, 1), (531, 1), (550, 1)]"
risco,"[(10, 1), (76, 5), (97, 1), (104, 2), (114, 1), (118, 1), (137, 2), (153, 1), (166, 1), (207, 1), (210, 2), (236, 1), (243, 2), (255, 1), (304, 1), (320, 1), (380, 1), (398, 1), (429, 2), (467, 1), (545, 1), (585, 1)]"
voar,"[(579, 1)]"
liberação,"[(99, 1), (127, 1), (252, 1), (415, 2), (418, 1), (535, 1)]"
ilicitamente,"[(61, 1), (424, 1)]"
férias,"[(17, 1), (103, 1), (157, 1), (167, 1), (399, 1), (569, 1), (633, 1)]"
comunicação,"[(48, 2), (71, 1), (113, 1), (158, 2), (174, 1), (179, 1), (255, 1), (289, 2), (367, 1), (394, 1), (398, 1), (404, 1), (457, 1), (480, 1), (519, 1)]"
ilona,"[(66, 1), (132, 1), (212, 1)]"
adolescente,"[(55, 1), (132, 1), (237, 1), (249, 1), (466, 1), (531, 1), (566, 2)]"
mudos,"[(573, 1)]"
desta,"[(3, 1), (13, 1), (61, 2), (73, 1), (76, 2), (86, 1), (118, 1), (122, 1), (138, 1), (145, 1), (162, 2), (207, 1), (212, 2), (235, 1), (255, 1), (268, 1), (289, 1), (294, 1), (307, 1), (339, 1), (340, 1), (352, 2), (354, 1), (368, 1), (379, 2), (417, 1), (429, 1), (446, 1), (458, 1), (465, 1), (477, 1), (517, 2), (525, 3), (546, 1), (549, 1), (551, 1), (552, 1), (561, 2), (566, 1), (570, 1), (572, 2), (576, 1), (579, 2), (582, 1), (585, 1)]"
formas,"[(17, 1), (118, 1), (237, 1), (273, 1), (398, 1), (526, 1), (548, 1), (562, 1), (568, 2), (585, 1)]"
antissocialistas,"[(224, 1)]"
deste,"[(33, 3), (61, 4), (64, 1), (66, 2), (67, 1), (102, 1), (113, 1), (124, 1), (133, 1), (134, 1), (165, 1), (174, 2), (236, 1), (289, 1), (340, 1), (394, 1), (409, 1), (519, 2), (525, 1), (545, 1), (566, 1), (572, 1), (596, 1), (597, 2), (599, 1), (609, 1), (611, 1)]"
articulação,"[(81, 1), (99, 4), (153, 1), (212, 1), (229, 2), (277, 1), (289, 1), (376, 4), (520, 1), (568, 1), (585, 1)]"
formar,"[(166, 1), (331, 1), (418, 1), (488, 1), (552, 1)]"
conservadora,"[(57, 2), (99, 1), (146, 1), (289, 1), (544, 1)]"
leiloeiro,"[(108, 1)]"
indiretas,"[(376, 1)]"
deletadas,"[(289, 2)]"
ex-candidata,"[(285, 1), (384, 1)]"
incitando,"[(57, 1)]"
discursa,"[(165, 1)]"
comemorou,"[(64, 1), (99, 1), (103, 1), (207, 1), (417, 1), (442, 1), (627, 1)]"
discurso,"[(11, 1), (13, 1), (17, 1), (25, 2), (33, 1), (46, 1), (60, 1), (98, 1), (157, 1), (162, 1), (167, 1), (174, 1), (177, 1), (207, 1), (212, 1), (214, 1), (252, 1), (255, 1), (276, 1), (278, 1), (283, 1), (285, 1), (289, 1), (294, 2), (319, 1), (324, 2), (331, 1), (404, 1), (457, 1), (488, 1), (505, 1), (535, 1), (544, 1), (575, 1), (602, 1), (627, 3)]"
patinho,"[(544, 1)]"
cobriu,"[(27, 1)]"
treze,"[(171, 1)]"
fiquei,"[(55, 6), (71, 1), (82, 1), (192, 2), (252, 2), (508, 1), (633, 2)]"
memorial,"[(51, 1), (108, 1), (146, 1)]"
eletr�,"[(108, 1), (130, 1), (237, 1), (304, 1), (560, 1)]"
fotos,"[(108, 3), (229, 1), (270, 1), (289, 1), (433, 1), (460, 2), (530, 1), (554, 2), (592, 1)]"
fiquem,"[(404, 1)]"
enfurecido,"[(555, 1)]"
portunhol,"[(548, 1)]"
contabilizado,"[(17, 1)]"
receberia,"[(210, 1), (401, 1)]"
apresentada,"[(30, 1), (62, 1), (64, 1), (72, 1), (158, 1), (160, 2), (232, 1), (320, 1)]"
reprimir,"[(171, 1), (345, 1)]"
haiti,"[(379, 4), (429, 1)]"
reprimiu,"[(99, 1), (291, 1)]"
gaúcho,"[(108, 1), (127, 1), (579, 1)]"
fotoo,"[(433, 1)]"
resto,"[(127, 1), (304, 1), (318, 1), (365, 1), (519, 1), (568, 1)]"
elliott,"[(455, 1)]"
roteiro,"[(577, 1)]"
dhs,"[(130, 2)]"
colaborando,"[(96, 1), (185, 1)]"
seguranc,"[(27, 2)]"
incentive,"[(525, 1)]"
cassação,"[(260, 1)]"
evangelho,"[(34, 1)]"
padilha,"[(251, 1), (480, 1)]"
buscando,"[(61, 1), (256, 1)]"
refis,"[(525, 1)]"
terminou,"[(99, 1), (108, 1), (307, 1), (397, 1), (446, 1), (457, 1), (477, 1)]"
alíneas,"[(61, 1)]"
